id,he_thong_id,don_vi,tram,he_thong_folder,gp_so,gp_ngay,gp_han,gp_cu,ten_he_thong_theo_gp,nam_sx_gp,he_thong_csdl,trang_thai_doi_chieu,kieu_thiet_bi,so_san_xuat,noi_san_xuat,muc_dich,pham_vi,ma_dia_chi,dia_diem,thoi_gian,thanh_phan_theo_gp,created_at,updated_at,attrs,luu_tru
ea024f84-345e-44be-8d6a-5a567b342a4c,bc31dd94-29dd-488d-b4f4-a1238f70c857,BDKT,Đài KSKL Đà Nẵng,,5853/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,"2016, 2009",,,"Máy phát: TA-7625, SU4200; Máy thu: RA-7203, EU4200C","Máy chính: 00791 (TA-7625), 00817 (RA-7203); Máy dự phòng: 00836 (TA-7625), 00814 (RA-7203); 1058xx (SU4200/EU4200C)","Séc, Na Uy",Điều hành bay (TWR DAN),Tầm phủ 15 km,Không,Đài KSKL Đà Nẵng - Cảng HKQT Đà Nẵng; tọa độ WGS-84: 16°02′46″B - 108°12′10″Đ,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: TA-7625, SU4200; Máy thu: RA-7203, EU4200C || Serial: Máy chính: 00791 (TA-7625), 00817 (RA-7203); Máy dự phòng: 00836 (TA-7625), 00814 (RA-7203); 105855, 105858 (SU4200), 105802, 105805 (EU4200C) || SX: Séc (SU4200/EU4200C), Na Uy (TA-7625, RA-7203); Năm sản xuất: 2016 (SU4200/EU4200C), 2009 (TA-7625, RA-7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 118,35 MHz; công suất phát 25W (TA-7625), 50W (SU4200); phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 8 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Điều hành bay (TWR DAN)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
5db9001e-07cd-493b-a2dd-3ad57a96bbf8,f15adfa7-b2c7-4747-b0bd-9cfa10394ac4,BDKT,Đài KSKL Đà Nẵng,,2831/GP-CHK,2025-07-14,2027-07-18,1878/GP-CHK,Máy thu phát VHF thoại không - địa,2016,,,"Máy phát: SU4200, S5200VT; Máy thu: EU4200C, S5200VR","Máy chính: 100437 (S5200VT), 100739 (S5200VR); Máy dự phòng: 105855, 105858 (SU4200), 105802, 105805 (EU4200C)",Séc,Điều hành bay (TWR Đà Nẵng - Dự phòng),Bán kính R = 15 km,Không,Đài KSKL Đà Nẵng - Cảng HKQT Đà Nẵng; tọa độ WGS-84: 16°02′46″B - 108°12′10″Đ,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: SU4200, S5200VT; Máy thu: EU4200C, S5200VR || Serial: Máy chính: 100437 (S5200VT), 100739 (S5200VR); Máy dự phòng: 105855, 105858 (SU4200), 105802, 105805 (EU4200C); 100793 (S5200VT), 101076 (S5200VR) || SX: Séc Năm sản xuất: 2016 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 118,05 MHz; công suất phát tối đa 50W; phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 10 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Điều hành bay (TWR Đà Nẵng - Dự phòng)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
33750536-6e76-4cd0-aafc-97205d661f56,8a8e370a-fd38-4a5b-97a3-13b54178e74c,BDKT,Trạm Ra đa - Thông tin Sơn Trà,,3810/GP-CHK,2025-08-28,2027-09-06,,Máy thu phát VHF thoại không - địa,"2016, 2009",,,"Máy phát: TA-7650, SU4200; Máy thu: RA-7203, EU4200C","Máy chính: 01162 (TA-7650), 00884 (RA-7203); Máy dự phòng: 00901, 6134, 11324, 11321 (TA-7650) và các máy thu/phát dự phòng","Séc, Na Uy",Điều hành bay (CTL DAN),Bán kính R = 300 km,Không,Trạm Ra đa - Thông tin Sơn Trà 1/2; tọa độ WGS-84: 16°08′00″B - 108°14′41″Đ (và trạm liên quan),24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: TA-7650, SU4200; Máy thu: RA-7203, EU4200C || Serial: Máy chính: 01162 (TA-7650), 00884 (RA-7203); Máy dự phòng: 00901, 6134, 11324, 11321 (TA-7650); 01194, 01200, 12405, 12407 (RA-7203); 105865, 105861, 105860, 105859 (SU4200); 105815, 105810, 105807, 105806 (EU4200C) || SX: Séc (SU4200/EU4200C), Na Uy (TA-7650, RA-7203). Năm sản xuất: 2016 (SU4200/EU4200C), 2009 (TA-7650, RA-7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 125,3 MHz; công suất phát 50W; phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 5 mét (Trạm Ra đa - Thông Sơn Trà 1, Quy Nhơn), 10 mét (Trạm Ra đa - Thông Sơn Trà 2), ăng ten cao 28 mét (Đài KSKL Đà Nẵng) || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
e0484d05-22cd-4763-9056-d07718c896af,64e6ccdc-ae7d-4e06-80e4-c0f6a7a70346,BDKT,Đài KSKL Đà Nẵng,,5854/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,"2016, 2010",,,"Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203","Máy chính: 105870 (SU4200); 105817 (EU4200C); Máy dự phòng: 105866, 105856, 105857, 105860…","Séc, Na Uy",Điều hành bay (APP DAN),Tầm phủ 60 km,Không,Đài KSKL Đà Nẵng - Cảng HKQT Đà Nẵng; tọa độ WGS-84: 16°02′46″B - 108°12′10″Đ (và trạm Sơn Trà liên quan),24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203. - || Serial: Máy chính: 105870 (SU4200); 105817 (EU4200C); Máy dự phòng: 105866, 105856, 105857, 105860, 105859 (SU4200); 6134 (TA-7650); 105812, 105803, 105804 , 105807, 105806 (EU4200C); 01200 (RA-7203) || SX: Séc (SU4200/EU4200C); Na Uy (TA-7650/RA-7203). Năm sản xuất: 2016 (SU4200/EU4200C); 2010 (TA-7650/RA-7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 120,45 MHz; công suất phát 50W; phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 28 mét (Đài KSKL Đà Nẵng); ăng ten cao 15 mét (Trạm Ra đa - Thông Sơn Trà 2) || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Điều hành bay (APP DAN)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
b588959c-c31e-40a4-9453-af4df420ca6d,537ab6d4-f60f-4495-b4a0-9b3d3a3caf51,BDKT,Trạm Ra đa - Thông tin Sơn Trà,,5858/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,"2016, 2010",,,"Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203","Máy chính: 105871 (SU4200), 105816 (EU4200C); Máy dự phòng: 105872, 105859, 105860…","Séc, Na Uy",Điều hành bay (CTL/APP DAN),Tầm phủ 300 km,Không,Trạm Ra đa - Thông tin Sơn Trà 2; tọa độ WGS-84: 16°07′51.12″B - 108°15′31.62″Đ,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: SU4200, TA-7650; Máy thu: EU4200C, RA-7203. - || Serial: Máy chính: 105871 (SU4200), 105816 (EU4200C); Máy dự phòng: 105872, 105859, 105860 (SU4200); 105813, 105806, 105807 (EU4200C); 01159, 01158, 6134 (TA-7650), 01199, 01192, 01200 (RA-7203) || SX: Séc (SU4200/EU4200C), Na Uy (TA-7650/RA-7203). Năm sản xuất: 2016 (SU4200/EU4200C), 2010 (TA-7650/RA-7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 125,45 MHz (tần số dự phòng); công suất phát 50W; phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 5 mét (Trạm ra đa - Thông Sơn Trà 1), ăng ten cao 10 mét (Trạm Ra đa - Thông Sơn Trà 2), 28 mét (Đài KSKL Đà Nẵng) || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Điều hành bay (CTL/APP DAN)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
3d57d8b2-bd45-4bf1-b39d-8353d38e5140,b0668377-a642-432b-bf11-d54e738b91ed,BDKT,Trạm Ra đa - Thông tin Sơn Trà / Đài KSKL Đà Nẵng,,5855/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,"2016, 2009",,,"Máy phát: Jotron TA-7625, TA-7650, SU4200; Máy thu: Jotron RA-7203, EU4200C","Máy chính: 00837 (TA-7625), 00816 (RA-7203); Máy dự phòng: 00790 (TA-7625), 6134 (TA-7650)…","Séc, Na Uy","Liên lạc trên tần số khẩn nguy 121,5 MHz (CTL/APP/TWR/GCU DAN)",Tầm phủ 300 km,Không,Trạm Ra đa - Thông tin Sơn Trà 2 và Đài KSKL Đà Nẵng,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: Jotron TA-7625, TA-7650, SU4200; Máy thu: Jotron RA-7203, EU4200C || Serial: Máy chính: 00837 (TA-7625), 00816 (RA-7203). Máy dự phòng: 00790 (TA-7625), 6134 (TA-7650); 00818, 01200 (RA-7203); 105869, 105867, 105855, 105858, 105860, 105859, 105862 (SU4200); 105814, 105811, 105802, 105805, 105807, 105806, 105836 (EU4200C) || SX: Séc (SU4200/EU4200C) và Na Uy (TA-7625, TA-7650, RA-7203). Năm sản xuất: 2016 (SU4200/EU4200C) và 2009 (TA-7625, RA-7203); 2010 (TA-7650, RA-7203) || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 121,5 MHz; công suất phát 25W (TA-7625), 50W (SU4200, TA-7650); phân cực đứng; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 32 mét (Đài KSKL Đà Nẵng), ăng ten cao 6 mét (Trạm Ra đa - Thông Sơn Trà 2) || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Liên lạc trên tần số khẩn nguy 121,5 MHz (CTL/APP/TWR/GCU",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
b247cfa3-c4f4-40c5-9148-9e76a3ca8333,bbce7c36-88e7-4b62-a983-f9fabe61eb04,BDKT,Đài KSKL Đà Nẵng,,5856/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,2016,,,Máy phát: SU4200; Máy thu: EU4200C,"Máy chính: 106629 (SU4200); 106539 (EU4200C); Máy dự phòng: 106626, 106627, 105862, 105858…",Séc,Kiểm soát tàu bay lăn (GCU DAN),Tầm phủ 20 km,Không,Đài KSKL Đà Nẵng - Cảng HKQT Đà Nẵng; tọa độ WGS-84: 16°02′46″B - 108°12′10″Đ,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: SU4200; Máy thu: EU4200C. - || Serial: Máy chính: 106629 (SU4200); 106539 (EU4200C); Máy dự phòng: 106626, 106627, 105862, 105858 (SU4200); 106541, 106538, 105836, 105805 (EU4200C) || SX: Séc. Năm sản xuất: 2016 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; tần số làm việc 121,6 MHz; điều chế AM; công suất phát 50W; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 10 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Kiểm soát tàu bay lăn (GCU DAN)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
4872d77d-f73e-4243-b751-3280c519790c,987abb41-d80b-48cb-bf7b-a97bf0971ac6,BDKT,Đài KSKL Đà Nẵng,,5857/GP-CHK,2025-11-27,2027-12-19,,Máy thu phát VHF thoại không - địa,2016,,,Máy phát: SU4200; Máy thu: EU4200C,"Máy chính: 106628 (SU4200); 106540 (EU4200C); Máy dự phòng: 106626, 106627, 105862, 105858…",Séc,Kiểm soát tàu bay lăn (GCU DAN),Tầm phủ 20 km,Không,Đài KSKL Đà Nẵng - Cảng HKQT Đà Nẵng; tọa độ WGS-84: 16°02′46″B - 108°12′10″Đ,24/24h,"Tên: Máy thu phát VHF thoại không – địa || Model: Máy phát: SU4200; Máy thu: EU4200C. - || Serial: Máy chính: 106628 (SU4200); 106540 (EU4200C); Máy dự phòng: 106626, 106627, 105862, 105858 (SU4200); 106541, 106538, 105836, 105805 (EU4200C) || SX: Séc. Năm sản xuất: 2016 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; tần số làm việc 121,9 MHz; điều chế AM; công suất phát 50W; phương thức phát 6K80A3E; độ nhạy máy thu 1µV; ăng ten cao 10 mét || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không – địa; Mục đích sử dụng: Kiểm soát tàu bay lăn (GCU DAN)",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
808e0c9e-5bf8-4e71-a621-4489e4b0ef2f,8b240798-7f64-41e7-a779-47ad6a0a45d6,BDKT,Xe tìm kiếm cứu nạn - Công ty QLB miền Trung,,627/GP-CHK,2025-02-07,2027-03-30,,Máy thu phát VHF thoại không - địa,1994,,,Máy thu phát ICOM IC-A200,02737/03338,Nhật Bản,Liên lạc phục vụ công tác tìm kiếm cứu nạn,Bán kính R = 60 km,Không,Lắp đặt trên xe tìm kiếm cứu nạn - Công ty Quản lý bay miền Trung,24/24h,"Tên: Máy thu phát VHF thoại không - địa || Model: Máy thu phát ICOM IC-A200 || Serial: 02737/03338 || SX: Nhật Bản. Năm sản xuất: 1994 || Tính năng: Liên lạc thoại không - địa; thiết bị có cấu hình chính - dự phòng; điều chế AM; tần số làm việc 121,5 MHz; công suất phát 7W; phân cực đứng; phương thức phát 6K00A3E || Kênh/thành phần: Tên thiết bị: Máy thu phát VHF thoại không - địa",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
7211ca90-1b82-4199-8610-81b958af9a0f,360d66e6-53bf-43dc-93ad-ee1cfb942ed4,BDKT,APP/TWR Đà Nẵng,,615/GP-CHK,2025-04-01,2027-04-06,2038/GP-CHK,Hệ thống chuyển mạch thoại (VCCS),2020,,,Frequentis VCS3020X,VCS 3020X Rel 8.0,Áo,Phục vụ điều hành bay,"Trung tâm Kiểm soát tiếp cận - tại sân Đà Nẵng, Cảng HKQT Đà Nẵng",Không,"Trung tâm Kiểm soát tiếp cận - tại sân Đà Nẵng, Cảng HKQT Đà Nẵng",24/24h,Tên: Hệ thống chuyển mạch thoại (VCCS) || Model: Frequentis VCS3020X || Serial: VCS 3020X Rel 8.0 || SX: Cộng hòa Áo. Năm sản xuất: 2020 || Tính năng: Hệ thống chuyển mạch thoại gồm 02 phần lõi chuyển mạch hoạt động song song; 14 đầu cuối khai thác; 01 server và 01 máy tính giám sát và bảo trì; 26 giao tiếp vô tuyến được nối với các thiết bị VHF và 27 giao tiếp thoại được nối với các đường hotline và tổng đài,2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
dd2a8275-c420-4318-bca1-04dcb4f13f2a,bb6ca168-63d0-4054-bbff-94fecc06d7bd,BDKT,APP/TWR DAN,,4730/GP-CHK,2025-10-10,2027-10-15,7466/GP-CHK,Ghi âm,2017,,,Atis Advantage PL4600,4K80PL11301701 / 4K80PL11301702,Mỹ,Ghi âm liên lạc thoại không - địa (A/G) và điểm nối điểm (G/G),"Cơ sở kiểm soát tiếp cận tại sân, sân bay Đà Nẵng (APP/TWR DAN)",Không,APP/TWR DAN,24/24h,"Tên: Ghi âm || Model: Atis Advantage PL4600 || Serial: 4K80PL11301701/ 4K80PL11301702 || SX: Mỹ. Năm sản xuất: 2017 || Tính năng: Thiết bị ghi âm Atis Advantage PL4600 có cấu hình hoạt động song song, số lượng kênh ghi: 128 kênh; ổ cứng lưu trữ trực tiếp: 2 2TB/ máy (RAID-1); ổ RDX lưu trữ ngoài: 2x2TB/ máy. (Chi tiết các kênh ghi như trong phụ lục kèm theo) || phụ lục kèm theo): 9. Địa điểm đặt thiết bị: APP/TWR DAN || Phụ lục: Danh mục các kênh ghi âm tại APP/TWR Đà Nẵng; (Kèm theo Giấy phép số: 4730 /GP-CHK ngày 10 tháng 10 năm 2025); Stt Nội dung kênh ghi Ghi chú; 1. CWP CTL EC VCS CWP KSVKL CTL chính (APP/CTL Đà Nẵng); 2. CWP CTL PC VCS CWP KSVKL CTL Hiệp đồng (APP/CTL Đà Nẵng); 3. CWP FDO VCS CWP KSVKL FDO (APP/CTL Đà Nẵng); 4. CWP APP EC VCS CWP KSVKL APP chính (APP/CTL Đà Nẵng); 5. CWP APP PC VCS CWP KSVKL APP Hiệp đồng (APP/CTL Đà Nẵng); 6. CWP CTL SUP 1 VCS CWP CTL/APP SUP (APP/CTL Đà Nẵng); 7. CWP CTL SUP 2 VCS CWP CTL/APP SUP (APP/CTL Đà Nẵng); 8. CWP TWR EC VCS CWP KSVKLTWR Chính (TWR/GCU Đà Nẵng); 9. CWP TWR PC VCS CWP KSVKL TWR Hiệp đồng (TWR/GCU Đà Nẵng); 10. CWP GCU EC VCS CWP KSVKL GCU Chính (TWR/GCU Đà Nẵng); 11. CWP GCU PC VCS CWP KSVKL GCU Hiệp đồng (TWR/GCU Đà Nẵng); 12. CWP TWR SUP 1 VCS CWP TWR SUP (TWR/GCU Đà Nẵng); 13. CWP TWR SUP 2 VCS CWP TWR SUP (TWR/GCU Đà Nẵng); 14. 125,3MHz STR2 VHF tần số 125,3MHz, đặt tại Sơn Trà 2, máy Main; 15. 125,3MHz STR2 VHF tần số 125.,MHz, đặt tại Sơn Trà 2, máy Standby; 16. 125,3MHz QNH VHF tần số 125,3MHz, đặt tại Quy Nhơn, máy Main; 17. 125,3MHz QNH VHF tần số 125,3MHz, đặt tại Quy Nhơn, máy Standby; 18. 125,3MHz STR1 VHF tần số 125,3MHz, đặt tại Sơn Trà 1, máy Main; 19. 125,3MHz STR1 VHF tần số 125,3MHz, đặt tại Sơn Trà 1, máy Standby; 20. 125,45MHz STR2 VHF tần số 125,45MHz, đặt tại Sơn Trà 2, máy Main; 21. 125,45MHz STR2 VHF tần số 125,45MHz, đặt tại Sơn Trà 2, máy Standby; 22. 125,45MHz STR1 VHF tần số 125,45MHz, đặt tại Sơn Trà 1, máy",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
f3523d63-d9df-47a0-a7f7-1b778bf80ad6,75979ae0-c2f6-40c3-aa1a-935b6f8c3b9b,BDKT,APP/TWR Đà Nẵng,,1510/GP-CHK,2025-05-14,2027-05-20,2954/GP-CHK,Hệ thống xử lý dữ liệu ra đa (RDP),2015,,,"Hệ thống xử lý dữ liệu ra đa, ADS-B Aircon",Tại Phụ lục 1 kèm theo,Tây Ban Nha,Phục vụ điều hành bay (CTL/APP/TWR Đà Nẵng),"Trung tâm kiểm soát Tiếp cận, tại sân Đà Nẵng",Không,"Trung tâm kiểm soát Tiếp cận, tại sân Đà Nẵng, phường Hòa Thuận Tây, quận Hải Châu, Tp. Đà Nẵng",24/24h,"Tên: Hệ thống xử lý dữ liệu ra đa (RDP) || Model: Hệ thống xử lý dữ liệu ra đa, ADS-B Aircon || Serial: Tại Phụ lục 1 kèm theo || SX: Tây Ban Nha; Năm sản xuất: 2015 || Tính năng: Tại Phụ lục 2 kèm theo || Mã/SIC: 11101000 (SIC) || Phụ lục 1 kèm theo: 6. Nơi sản xuất: Tây Ban Nha; Năm sản xuất: 2015 || Phụ lục 2 kèm theo: 8. Mã số, địa chỉ kỹ thuật: 11101000 (SIC); 9. Địa điểm đặt thiết bị: Trung tâm kiểm soát Tiếp cận, tại sân Đà Nẵng, phường Hòa || Phụ lục 1: Số sản xuất, cấu hình thiết bị xử lý chính; (Kèm theo Giấy phép số: 1510 /GP-CHK ngày 14 tháng 05 năm 2025); Số Serial; Stt Thiết bị Cấu hình thiết bị; HP DL380p G8 Server, 2 Six-Core; SDP & SNETP Intel Xeon E5-2640 Processor; (Surveillance 2.50GHz, 16GB DDR3 Memory, 2; CZ244100J7; 1 Data Processing 2 146GB 6G SAS RAID-1, 1 DVD-; CZ244100J6; Processing) Adapter, 2 750W Power Supply,; HP DL380p G8 Server, 2 Six-Core; Intel Xeon E5-2640 Processor; 2.50GHz, 16GB DDR3 Memory, 2; RDCU 146GB 6G SAS RAID-1, 1 DVD-; (Radar Data RW, 2 Integrated Dual Port Gigabit CZ244100J3; Compressor Adapter, 2 PCIe 4Pt Gigabit CZ244100J5; Unit) Adapter; 2x 4-Port Serial X.25; Controller PCI card, 2 750W; Power Supply, Red Hat Linux 64-bit; HP DL380p G8 Server, 2 Six-Core; Intel Xeon E5-2640 Processor; DRF 2.50GHz, 16GB DDR3 Memory, 8; CZ244100J4; 3 (Data Recording 2 146GB 6G SAS RAID-1, 1 DVD-; CZ244100J2; Adapter, 2 750W Power Supply,; HP Z420 Workstation, 1x Quad-Core; Processor, 8GB DDR3 Memory, 2; 500GB SATA HDD RAID-1,; APW NVIDIA Quadro K600 1GB PCIe; 4 (Area Proximity 1 Graphics Card, 1 Integrated Gigabit CZC3492S66; Số Serial; Stt Thiết bị Cấu hình thiết bị; HP Z420 Workstation, 1x Quad-Core; Processor, 8GB DDR3 Memory, 2; 500GB SATA HDD RAID-1,; NVIDIA Quadro K600 1GB PCIe; 5 1 Graphics Card, 1 Integrated Gigabit CZC4401VKY; HP Z420 Workstation, 1x Quad-Core; Processor, 8GB DDR3 Memory, 2; 500GB SATA HDD RAID-1,; NVIDIA Quadro K600 1GB PCIe; 6 1 Graphics Card, 1 Integrated Gigabit CZC4401V || Phụ lục 2: (Kèm theo Giấy phép số: 1510 /GP-CHK ngày 14 tháng 05 năm 2025); Xử lý mục tiêu của từng sensor (Mono Sensor Tracking), xử lý hợp nhất (Multi; Sensor Tracking - MST) các dữ liệu giám sát từ các nguồn giám sát (Ra đa PSR,; SSR, ra đa mode S, ADS-B…) và phân phối đến các đầu cuối sử dụng; 1.4 Chức năng cảnh báo an toàn (Safety Nets - SNET):; hiện các tình huống nguy hiểm và cảnh báo trước cho KSVKL (Có cảnh báo bằng; + STCA - (Short Term Conflict Alert): Cảnh báo xung đột ngắn hạn giữa các mục; + MSAW - (Minimum Safe Altitude Warning): Cảnh báo độ cao an toàn tối thiểu; - Các vị trí khai thác hệ thống:; + Tại CTL: 03 vị trí làm việc, 01 vị trí APW (Area Proximity Warning - Cảnh báo; + Tại APP/TWR: 04 vị trí làm việc; + Vị trí quản lý kỹ thuật: 01 vị trí làm việc, 01 vị trí giám sát kỹ thuật; - Khu vực xử lý tối đa của SDP: 2048NM 2048NM; - Tâm của hệ thống: 160310N-1081154E; - Khả năng xử lý, hiển thị các kênh ra đa sơ cấp, thứ cấp, thời tiết: Thông; - Số mục tiêu tổng hợp tối đa có thể hiển thị: 2500",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
014957bb-6fda-47ab-a070-45601341db87,a0625061-0c6d-4e0b-b438-d696787ad746,BDKT,Cảng HKQT Đà Nẵng,,2141/GP-CHK,2024-05-03,2026-05-03,6139/GP-CHK,Hệ thống quan trắc thời tiết tự động OPTIMET,2011,,,OPTIMET,GL9W82S; HL9W82S,Úc (MTECH SYSTEM),Quan trắc và báo cáo thời tiết sân bay phục vụ hoạt động bay,Khu vực Cảng hàng không quốc tế Đà Nẵng,Không áp dụng,"Khu vực Cảng Hàng không quốc tế Đà Nẵng, TP Đà Nẵng",24/24h,"Tên: Hệ thống quan trắc thời tiết tự động OPTIMET || Model: OPTIMET || Serial: GL9W82S; HL9W82S || SX: Hãng MTECH SYSTEM, Úc. Năm sản xuất: 2011 || Tính năng: Trong Phụ lục kèm theo || Phụ lục kèm theo: 9. Địa điểm đặt thiết bị: Khu vực Cảng Hàng không quốc tế Đà Nẵng, TP Đà Nẵng; 10. Thời gian hoạt động (theo Giấy phép mới): 24/24h từ ngày 03/5/2024 || PHỤ LỤC: Tính năng kỹ thuật Hệ thống quan trắc thời tiết tự động OPTIMET; (Kèm theo Giấy phép số 2141/GP-CHK ngày 03/5/2024); Thiết bị ngoài trời: Hệ thống truyền dẫn kết nối với các thiết bị đo đặt tại các vị trí; + 01 bộ cảm biến đo hướng và tốc độ bề mặt 911-UWS; + 01 bộ cảm biến đo tầm nhìn FS11; + 01 bộ cảm biến đo hướng và tốc độ gió bề mặt 4.3820.00.300; + 01 bộ cảm biến đo nhiệt độ, độ ẩm HMP155D; + 01 bộ cảm biến đo khí áp PTB 330; + 01 cảm biến đo mưa 915-RG; + 01 bộ cảm biến đo giông 4500-LSS; + 01 bộ cảm biến đo tầm nhìn 7000-300; + 01 bộ cảm biến đo hiện tượng thời tiết 6498-P; + 01 bộ cảm biến đo ánh sáng nền 5000-301; + 01 bộ cảm biến đo hướng và tốc độ bề mặt 911-UWS; + 01 bộ cảm biến đo tầm nhìn 5000-200 EMOR; - 01 bộ cảm biến đo độ cao chân mây CL31 cách đầu CHC 35 1336; - 01 bộ cảm biến đo độ cao chân mây 8339-G+ cách đầu CHC 17 430; b) Thiết bị trong nhà:; - 02 máy tính Trung tâm xử lý số liệu quan trắc, lưu trữ số liệu khí tượng và kết nối; AMHS (VVDNYMYW) đặt tại Phòng thiết bị server - Đội Kỹ thuật Khí tượng; - 01 máy tính dùng để lưu trữ và theo dõi số liệu khí tượng từ các cảm biến gửi về (RAW; tượng: bao gồm chức năng tạo điện văn METAR và thống kê số liệu; 01 tại phòng AOCC, 07; tại Đài KSKL Đà Nẵng); - 01 thiết bị giao tiếp với hệ thống đèn đường băng; điện văn MET REPORT, METAR và truyền về các thiết bị đầu cuối. Hệ thống cho phép quan",2026-07-14 14:32:36.368632+00,2026-07-14 14:32:36.368632+00,{},f
