id,ma,ten,mo_ta,thu_tu,active,created_at,updated_at,trang_web,ghi_chu,xuat_xu,logo,merged_into,deactivated_at
86f5add6-5fcf-4fca-b430-79f8306fb1f5,PHOENIX_CONTACT,Phoenix Contact,"Nhà sản xuất linh kiện kết nối, nguồn, chống sét, tự động hóa và mạng công nghiệp.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:53.630017+00,https://www.phoenixcontact.com/,Đã bổ sung theo thông tin công khai của hãng.,Đức,,,
1c6ece88-bb18-47cb-992c-bf7c4c11e237,PIPAD,PIPAD,Tên hãng/nhãn “PiPad” chưa đủ thông tin để định danh chính xác.,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:53.74288+00,Chưa xác định,"Cần đối chiếu model, logo hoặc hồ sơ mua sắm.",Chưa xác định,,,
a7ff6351-6b6d-4db4-aafa-1477b832427d,PLANET,PLANET Technology,"Nhà sản xuất thiết bị mạng và truyền thông IP, gồm switch công nghiệp, PoE, quang và không dây.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:53.849331+00,https://www.planet.com.tw/,"Đã gộp các bản ghi trùng/biến thể: PLANET, PLANET_2.",Đài Loan,,,
ca029628-203c-4008-b4bc-89b0746a39c6,RACOM,RACOM,"Nhà sản xuất thiết bị truyền dữ liệu vô tuyến công nghiệp, radio modem, microwave link và router.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:53.964473+00,https://www.racom.eu/,"Đã gộp các bản ghi trùng/biến thể: RACOM, RACOM_SEC.",Cộng hòa Séc,,,
e9850c64-0332-4a34-9cfc-676e9b576924,RCD,RCD Components,"Nhà sản xuất linh kiện điện tử thụ động chính xác và công suất như điện trở, mạng điện trở và linh kiện tùy chỉnh.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.069666+00,https://www.rcdcomponents.com/,Tên thương hiệu chuẩn hóa là RCD Components.,Hoa Kỳ,,,
ceeef1ba-894d-4e04-9fb3-6efefba20836,RITRON,Ritron,"Nhà sản xuất bộ đàm, radio dữ liệu và hệ thống liên lạc vô tuyến chuyên dụng.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.175065+00,https://www.ritron.com/,Đã bổ sung theo thông tin công khai của hãng.,Hoa Kỳ,,,
9275bfea-732b-4573-ab14-830e89424bdb,RLIM,RLIM,Tên viết tắt chưa đủ thông tin để xác định chính xác nhà sản xuất.,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.279301+00,Chưa xác định,"Cần đối chiếu model, logo hoặc hồ sơ thiết bị.",Chưa xác định,,,
4d56ccac-8213-4e91-a767-a8dc3d42f531,ROXBURGH_EMC,Roxburgh EMC,"Nhà sản xuất bộ lọc nhiễu điện từ EMC/RFI, cuộn kháng và linh kiện lọc nguồn.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.383822+00,https://www.roxburgh.co.uk/,Đã bổ sung theo thông tin công khai của hãng.,Vương quốc Anh,,,
e13e7070-f3dc-4dcf-8f98-e96c37e2be06,SATEL,SATEL,Nhà sản xuất radio modem và giải pháp truyền dữ liệu vô tuyến công nghiệp tầm xa.,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.489337+00,https://www.satel.com/,SATEL hiện thuộc HMS Networks.,Phần Lan,,,
1dfd07b4-a9da-41a0-aa04-7b64b3f5862e,SCHNEIDER,Schneider Electric,"Tập đoàn quản lý năng lượng và tự động hóa, cung cấp thiết bị điện, UPS, điều khiển và giải pháp số.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.592611+00,https://www.se.com/,Tên đầy đủ: Schneider Electric.,Pháp,,,
c146d342-1f29-4d8e-9c65-4975c7b9e577,SONY,Sony,"Tập đoàn điện tử và công nghệ, sản xuất màn hình, máy ảnh, thiết bị nghe nhìn và linh kiện.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.697854+00,https://www.sony.com/,Đã bổ sung theo thông tin công khai của hãng.,Nhật Bản,,,
d9b7b1fa-902f-47ae-97d3-cb5e69268b58,FUJITSU,Fujitsu,"Tập đoàn công nghệ cung cấp máy chủ, lưu trữ, máy tính, dịch vụ số và giải pháp CNTT.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:52.217175+00,https://www.fujitsu.com/,Đã bổ sung theo thông tin công khai của hãng.,Nhật Bản,,,
a61534a7-d3f8-4f25-9809-6973b60e86cf,VISION,Vision Group,"Thương hiệu giải pháp năng lượng và ắc quy cho UPS, viễn thông, lưu trữ năng lượng và động lực.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.236798+00,https://www.vision-batt.com/en,"Tên thương hiệu chuẩn hóa là Vision Group; pháp nhân chính: Shenzhen Center Power Tech Co., Ltd.",Trung Quốc,,,
2e2c3258-c675-4f4b-9435-c832804f802a,VTD,VTD,"Doanh nghiệp phát triển kỹ thuật và phân phối thiết bị công nghiệp, điện truyền tải và phân phối tại Việt Nam.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.348415+00,https://vtd.com.vn/,Tên thương hiệu sử dụng công khai là VTD; đây chủ yếu là nhà cung cấp/đại diện phân phối.,Việt Nam,,,
2c1ceecf-9d8a-41a0-bcf0-c3743eeb52d9,YOUNG,R.M. Young Company,"Nhà sản xuất thiết bị khí tượng R.M. Young, gồm cảm biến gió, nhiệt độ/độ ẩm, áp suất và trạm thời tiết.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.45259+00,https://www.youngusa.com/,Tên đầy đủ: R.M. Young Company.,Hoa Kỳ,,,
7c809d84-88ee-4505-9e8e-d5f291ec5afd,3ONEDATA,3onedata,"Nhà sản xuất thiết bị truyền thông công nghiệp: switch Ethernet, serial device server, gateway và giải pháp IIoT.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.770211+00,https://www.3onedata.com/,"Tên pháp nhân thường gặp: Shenzhen 3onedata Technology Co., Ltd.",Trung Quốc,,,
52be3de7-acb7-455b-af0f-bb9e9938140c,T_Q,TQ-Group,"Tên viết tắt có thể chỉ TQ-Systems, nhà cung cấp hệ thống nhúng và điện tử công nghiệp.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.88588+00,https://www.tq-group.com/,Cần đối chiếu model để xác nhận đúng TQ-Systems.,Đức,,,
f0c86184-a2a8-4ba2-b3e2-87283fbcf190,THIES_CLIMA,Thies Clima,"Nhà sản xuất thiết bị đo khí tượng và môi trường, gồm cảm biến gió, mưa, nhiệt độ và trạm thời tiết.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:56.001303+00,https://www.thiesclima.com/,"Đã gộp các bản ghi trùng/biến thể: THIES_CLIMA, THIES, THIES_CLIMA_DUC.",Đức,,,
02573a91-2686-4625-bb1f-233cc91f08ae,TP_LINK,TP-Link,"Nhà sản xuất thiết bị mạng: router, switch, Wi-Fi, camera và giải pháp mạng doanh nghiệp.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:56.111838+00,https://www.tp-link.com/,"Đã gộp các bản ghi trùng/biến thể: TP_LINK, TPLINK.",Trung Quốc,,,
3c711b33-5b8e-4f7f-a8ea-76adc579a460,UBIQUITI,Ubiquiti,"Nhà sản xuất thiết bị mạng không dây, Wi-Fi, chuyển mạch, định tuyến và camera IP.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:56.215568+00,https://www.ui.com/,Đã bổ sung theo thông tin công khai của hãng.,Hoa Kỳ,,,
8f45bde8-e8df-427f-bff4-7ec627d69558,TELEDESIGN,"Teledesign Systems, Inc.","Nhà sản xuất modem vô tuyến công nghiệp và phụ kiện truyền dữ liệu không dây, gồm dòng TS4000.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:54.916861+00,http://www.teledesignsystems.com/,"Tên pháp nhân/thương hiệu: Teledesign Systems, Inc.; một số dòng sản phẩm đã ngừng sản xuất.",Hoa Kỳ,,,
92717ca6-4bc6-4c58-bb01-26f55f9c9139,VALIANT,Valiant Communications,"Established in 1993, Valiant Communications (VCL) designs and manufactures advanced IT/OT communication, synchronization, protection, transmission, network-attached storage (NAS), Storage Area Network (SAN) data storage, and cybersecurity equipment and solutions tailored for critical infrastructure and utility / SCADA applications.

With successful installations in 110+ countries, our technologies serve power utilities, railways, oil & gas, airports, defense, and SCADA systems across the globe.

VCL's equipment is successfully deployed in over 6000+ power substations, ranging from 765kV to 33kV, supporting mission-critical operations with unmatched reliability and performance. Our mission is to deliver reliable, secure, and future-ready technologies that enhance the performance and resilience of industrial and utility networks through consistent innovation and engineering excellence.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.025165+00,https://www.valiantcom.com/,Tên đầy đủ: Valiant Communications Limited; thành lập năm 1993.,Ấn Độ,,,
d99cc44e-5957-4b9b-bb01-329a6e86ba4b,VIET_NAM,Nhà sản xuất Việt Nam (chưa xác định),Nhãn dữ liệu thể hiện thiết bị/sản phẩm có xuất xứ hoặc nhà cung cấp tại Việt Nam; không phải tên hãng cụ thể.,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.129889+00,Chưa xác định,Không phải tên thương hiệu; cần đối chiếu model hoặc hồ sơ mua sắm để xác định nhà sản xuất thực tế.,Việt Nam,,,
0685be75-9b97-433c-ad84-4a00f2f2581c,YUASA,GS Yuasa,Nhà sản xuất ắc quy chì-axit và pin công nghiệp/ô tô thuộc GS Yuasa.,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:55.555639+00,https://www.gs-yuasa.com/,Tên tập đoàn hiện hành: GS Yuasa Corporation.,Nhật Bản,,,
79b069cc-810c-41ab-9b03-9032c1804a5f,VAISALA,Vaisala,"Nhà sản xuất thiết bị và hệ thống đo khí tượng, môi trường và công nghiệp, gồm AWOS và cảm biến thời tiết.",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:48:56.317552+00,https://www.vaisala.com/,"Đã gộp các bản ghi trùng/biến thể: VAISALA, VAISALA_2.",Phần Lan,,,
28422512-1c6b-4124-af15-ed8d22a22249,ROHDE_SCHWARZ,Rohde & Schwarz,"Nhà sản xuất thiết bị đo lường, truyền thông và giám sát hàng không, quân sự. Sản phẩm R&S Series4200 VHF radio (SU4200, EU4200).",0,t,2026-07-13 03:48:56.546523+00,2026-07-13 03:48:56.546523+00,https://www.rohde-schwarz.com/,,Đức,,,
4f2d0b91-a06a-4363-ae0d-dd5973c576f8,FPT_ELEAD,FPT Elead,Thương hiệu máy tính Việt Nam; thiết bị nguồn ghi FPT ELEAD V500.,64,t,2026-07-12 07:05:25.796569+00,2026-07-13 03:48:55.666152+00,https://synnexfpt.com/en/thuong-hieu/fpt/,Không tìm thấy tài liệu chính hãng đủ tin cậy cho đúng model V500; thông số lấy từ hồ sơ nguồn.,Việt Nam,,,
