id,ma,ten,so_model,nha_san_xuat_id,loai_thiet_bi_id,field_set_id,hinh_anh,mo_ta,thu_tu,active,created_at,updated_at,p_n,merged_into,deactivated_at
b3ca57f1-5cff-449b-ac21-a229109917dd,M_AWOS_VAISALA_CL31_B59889,Cảm biến đo độ cao chân mây CL31,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,1783846918590_CleanShot_2026-07-12_at_16.01.40.webp,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.444746+00,CL31,,
df225c51-61af-4901-94b3-97a46b25aa97,M_AWOS_OBSERVATOR_OMC140_B0D09A,Màn hình hiển thị số liệu gió 27,,1f8c6a88-4da8-4cff-bf77-616d07522c3c,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.546448+00,OMC-140,,
3c562884-545d-4c16-9a5e-ef9b5854b6f9,M_AWOS_3ONEDATA_MEDIACONVERTER_386A6D,Media Converter,,7c809d84-88ee-4505-9e8e-d5f291ec5afd,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.649886+00,,,
6c9f84cf-ff6a-4b55-b023-8f387e6408dc,M_AWOS_DELL_INSPIRON3020_87AB52,"CPU core i3 13100, 3.4Ghz, RAM 8GB",,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.759732+00,INSPIRON 3020,,
7a5f32fb-9418-4657-a7f6-1cbb84cfe8ac,M_AWOS_DELL_OPTIPLEX5000SFF_D3F87B,"CPU core i5 12500, 3.0Ghz, RAM 8GB, HDD 1TB, NVIDIA Quadro T400 4GB",,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.864495+00,Optiplex 5000 SFF,,
d1bed5c2-d375-4278-b798-08d2081af4a1,M_AWOS_DELL_POWEREDGER250_6E9324,Máy chủ Main,,f9bb034d-e32b-4595-b6a6-e5136105dc19,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:08.972438+00,PowerEdge R250,,
bfc2a813-9bc3-4f00-9946-433610b640ef,M_AWOS_VAISALA_FS11_98E635,Cảm biến đo tầm nhìn,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.079975+00,FS11,,
8cdebb90-7451-41d6-a3bd-b3c5ba560349,M_AWOS_3ONEDATA_MODEL277SSSC20KM_8CDB48,Converter Serial to fiber,,7c809d84-88ee-4505-9e8e-d5f291ec5afd,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PCA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.187555+00,Model277-SS-SC-20KM,,
bbddb877-fc01-480b-b5a3-fbb571c2a74d,M_AWOS_3ONEDATA_IES318_503C3D,Hub 3Onedata,,7c809d84-88ee-4505-9e8e-d5f291ec5afd,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.293233+00,IES318,,
3180d492-2ec7-45e4-a7d0-2a561293d737,M_AWOS_3ONEDATA_NP301_13EB01,Thiết bị Serial server,,7c809d84-88ee-4505-9e8e-d5f291ec5afd,ae03f513-6763-46f8-913d-91a103966947,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PBA, PLK, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.400494+00,NP301,,
65bcff7f-a305-4847-b824-b02409df3513,M_AWOS_3ONEDATA_MODEL277SSSC20KM1310T1550RNM_298B64,Thiết bị chuyển đổi Serial/Fiber,,7c809d84-88ee-4505-9e8e-d5f291ec5afd,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.502253+00,MODEL277-SS-SC-20KM-1310T/1550RNM,,
2f4ae036-278f-4544-b9ff-50970977bd63,M_AWOS_DELL_E2222H_36FD5F,MMonitor,,f9bb034d-e32b-4595-b6a6-e5136105dc19,,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.606943+00,E2222H,,
342e8166-8425-426c-9d6e-9ccab64f9418,M_AWOS_MOXA_TCF142_AE864B,Bộ chuyển đổi tín hiệu RS232-Fiber,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PLK,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.708076+00,TCF-142,,
59726500-96ec-4bb6-b155-aa865356f1c5,M_AWOS_MOXA_TCF142S_C5C459,Media Converter,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: PBA, PCA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.818726+00,TCF-142-S,,
d02ba1ad-1711-4341-b885-f056c71da16c,M_AWOS_MOXA_TRC190A_429F47,Media Converter,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:09.926321+00,TRC-190-A,,
a728fe46-4b1d-4df6-9def-9b30d4ffef8c,M_AWOS_MOXA_TRC190AC_56E472,Thiết bị Fiber to Ethernet,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PCA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.032784+00,TRC-190-AC,,
9fbd34c3-1044-49fc-b068-864d19584ac9,M_AWOS_MOXA_NPORT565016_BE38F8,Thiết bị Serial to Ethernet,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: CLA, PBA, PCA, PLK",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.13463+00,NPort 5650-16,,
d294ff55-4272-460d-a7ee-3ea87bc07395,CISCO_CATALYST_2960_C,Cisco Catalyst 2960-C,,ce41dcc3-9d54-4a7b-99fd-5a4a97a95447,ae03f513-6763-46f8-913d-91a103966947,,,"Switch compact lớp 2 Cisco Catalyst 2960-C. Hồ sơ ghi 8 cổng 10/100 Ethernet và 4 cổng 10/100/1000 Ethernet; tài liệu Cisco xác nhận dòng 2960-C là switch compact LAN Base, nhưng cần kiểm tra mã sản phẩm đầy đủ để chốt cấu hình cổng.",3,t,2026-07-12 07:05:42.339159+00,2026-07-13 03:49:10.241437+00,,,
0c8f877e-25cd-4ced-9058-0ccbae7ad803,M_AWOS_MOXA_EDS205ASSC_B884F7,Thiết bị chuyển mạch quang,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.346005+00,EDS-205A-S-SC,,
63b7f44d-333f-4dcb-b51f-76a1fe2941c6,M_AWOS_MOXA_NPORT5210T_E8CAD0,Thiết bị chuyển đổi Serial/Ethernet,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.450301+00,NPort 5210-T,,
ed490fd6-a6a7-4d29-b46c-2ab989316d71,M_AWOS_MOXA_TCF142SSC_B186B4,Thiết bị chuyển đổi Serial/Fiber,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.553524+00,TCF-142-S-SC,,
b8811495-7cf9-4cdc-a6ee-76929c968c59,M_AWOS_MOXA_TCF142MSTRM_01AF2C,Thiết bị chuyển đổi Serial/Fiber ( 7 PCS),,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.656642+00,TCF-142-M-ST-RM,,
82dc57c5-7d04-4fb8-a3b3-969c9dc39db7,M_AWOS_MOXA_CN261082AC_34400E,Modem Moxa 8 port,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PLK,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.7717+00,CN2610-8-2AC,,
5f720214-7afb-42d7-9613-2cf04355b5d7,M_AWOS_MOXA_CSM4001218_C6F773,Fiber to Ethernet lắp rack CSM-400-1218,,a5454b1e-b677-4fd8-8494-b4c080de867d,ae03f513-6763-46f8-913d-91a103966947,,1783847522942_CleanShot_2026-07-12_at_16.11.37.webp,Fiber to Ethernet lắp rack,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.874956+00,CSM-400-1218,,
0f1fc0ea-4533-45fe-b437-b803043f51a5,M_AWOS_HP_CPUCOREI5840028GHZRAM4GB_23F705,"CPU core i5 8400, 2.8Ghz, RAM 4GB",,f3ac5754-f684-4ba1-8fd4-dd0a2242dad2,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,Chuan hoa tu ra soat 2026-07-11; dung tai: CLA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:10.982546+00,,,
9c6ffe26-2448-4a6f-a85c-3d9636e2124c,M_TRU_LAP_CAM_BIEN_DO_GIO_AN_TOAN_DE,Trụ Gió Attech,,2f529936-107e-451b-bd0f-f3197db1943f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,"Trụ lắp cảm biến đo gió an toàn - dễ gãy, cao 10m, / có khớp bản lề giữa thân và chân đế cột, đã được sơn theo tiêu chuẩn ICAO",95,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.086383+00,,,
86986d87-53d6-4eb0-9dad-f5e58a18aa3b,M_AWOS_MTECH_5000200_E4C9BC,Cảm biến đo tầm nhìn,,ad5bae28-70da-4528-a406-c5c52467e25e,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:30.587493+00,5000-200,,
6cb07596-c5f3-4189-93a9-c0539e16c6b6,VC_MDX,VC-MDx,,b11241f8-c9ca-4d03-83f6-a1c440883a76,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,"Thiết bị ghi âm đa kênh VoiceCollect/ATIS UHER VC-MDx. Cấu hình hồ sơ: 32 kênh qua 2 card thoại 16 kênh; Windows 10 64-bit; CPU Intel Core i5; RAM 16 GB; nguồn 1+1 220 VAC; lưu trữ 2×2 TB RAID 1; RDX 1 TB; KVM Kinan XL1908. Hãng công bố MDx hỗ trợ ghi thoại/dữ liệu, giao diện TDM và VoIP.",4,t,2026-07-12 07:05:42.481865+00,2026-07-13 03:49:11.190293+00,VC-MDx,,
525304a2-5f54-42fe-912e-e36eb2fe7360,M_AWOS_ERICO_TGSSRF140_BDBE3D,Cắt sét nguồn AC,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PBA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.293104+00,TGS-SRF140,,
b53a7f78-396e-4bfe-bacf-66f11cc6959d,M_AWOS_ERICO_DT230011R_BD67A4,Cắt lọc sét AC đèn cao không,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: BDKT-KTKT,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.399743+00,DT230011R,,
87540acc-373a-48b6-b9ef-eca82e6c97a8,M_AWOS_ERICO_TSG11302S_27C786,Cắt lọc sét nguồn AC - tủ điện tổng các trạm,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.505346+00,TSG1130-2S,,
d37fa65b-5de1-4919-ac27-7d8d297ba98c,M_AWOS_ERICO_LPCAR1015_7868E3,Kim thu sét Franklin,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.607227+00,LPCAR1015,,
993b7ac7-3317-4c1f-8040-32fe7a14c010,M_AWOS_ERICO_DT230020R_EAEF10,Thiết bị cắt lọc sét 1 pha,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: PLK,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.714052+00,DT230020R,,
a3eebddd-df65-414d-9e50-90fc3fa745aa,M_AWOS_ERICO_TSF20A240V_F0DFE5,Thiết bị cắt lọc sét 1 pha,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,"Chuan hoa tu ra soat 2026-07-11; dung tai: CLA, PCA, PLK, THA",0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.828588+00,TSF20A240V,,
9cbb7005-2025-418c-9259-56e986bc0e0c,M_AWOS_ERICO_FRP2MBLACK_79DC39,Ống thủy tinh cách điện,,2e05f201-8ee7-4f2d-afe5-963dc6d94500,660f73b4-1975-4bde-8c87-810a23ef6e2c,,,Chuan hoa tu ra soat 2026-07-11; dung tai: THA,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:11.932855+00,FRP2MBLACK,,
543f4fae-abc2-44d5-9c6c-25decdb47b21,M_AWOS_MTECH_SENSOR_O_KHI_AP_PTB300_686457,Sensor đo khí áp PTB300,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,188,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.682162+00,,,
92f665d7-eeb1-4dd1-9e4b-40817213431d,M_AWOS_NA_THIETBIDATALOGGER_A6C750,Thiết bị AMS111,,54e09535-2d7f-4319-812f-aee0a4916ed6,ae03f513-6763-46f8-913d-91a103966947,,,,0,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.790457+00,AMS-111,,
ea82abbd-4e97-4ddc-a01e-f12eb13ee2a5,AR_16_A_STANDARD,AR-16-A-Standard,,2f529936-107e-451b-bd0f-f3197db1943f,83e7d93e-2f76-4d4f-a6bc-08926383aba1,,,"Thiết bị ghi âm số ATTECH AR-16-A-Standard, 16 kênh. Hồ sơ ghi 01 card CPU, 01 card RAID, 2 card LISC, 01 card đồng bộ thời gian, 2 HDD và 01 DVDRAM. VATM/ATTECH xác nhận AR-16-A là sản phẩm ghi âm số do ATTECH phát triển.",5,t,2026-07-12 07:05:42.607661+00,2026-07-13 03:49:12.890445+00,AR-16-A-Standard,,
ff3315d1-63b6-43c4-914d-ab6be5d34577,M_AWOS_AWI_SENSOR_O_TRAN_MAY_8339_G_D9DA11,Sensor đo trần mây 8339-G+,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,72,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.041931+00,8339-G+,,
a951db15-19c1-4853-951d-5f1cdfcbed19,M_AWOS_AWI_SENSOR_O_TAM_NHIN_6498_V_1C4EB5,Sensor đo tầm nhìn 6498-V,,8c53503a-8e6c-4698-bb44-06b929060b8a,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,,73,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.150364+00,6498-V,,
11d1973c-0530-4371-9cd8-1f4c5b452820,M_AWOS_THIES_CLIMA_SENSOR_O_GIO_SIEU_AM_F9726F,Sensor đo gió siêu âm,,f0c86184-a2a8-4ba2-b3e2-87283fbcf190,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,259,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.25736+00,,,
6ac0d006-446e-42c4-9eb2-26ea03cf15df,M_AWOS_VAISALA_SENSOR_O_NHIET_O_HMP155D_17AC42,Sensor đo nhiệt độ HMP155D,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,266,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.368472+00,,,
69f12fbe-8d59-45c1-9ae2-c5749e217876,M_AWOS_MTECH_SENSOR_O_O_MUA_915_RG_25FF17,Sensor đo độ mưa 915 RG,,ad5bae28-70da-4528-a406-c5c52467e25e,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,189,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.470097+00,,,
8853455d-e713-45df-93a3-3bf19f33911f,M_AWOS_MTECH_SENSOR_O_O_SANG_NEN_5000_301M6_3B7B36,Sensor đo độ sáng nền 5000-301M6,,ad5bae28-70da-4528-a406-c5c52467e25e,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,190,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.578512+00,,,
7b27021e-1aaf-4c46-8772-54c40a6853e0,M_AWOS_VAISALA_CAM_BIEN_O_KHI_AP_PTB330_EAAB83,Cảm biến đo khí áp PTB330,,79b069cc-810c-41ab-9b03-9032c1804a5f,98c88d39-bf0f-43c7-83a2-ca5d266ba54f,,,Chuẩn hóa từ danh mục PL1 gốc; cần đối chiếu tem máy nếu P/N trống.,268,t,2026-07-11 09:50:09.894644+00,2026-07-13 03:49:12.996981+00,PTB330,,
